Date_Time,Country,City,State,Shape,Summary,lat,lng
5/27/16 23:11,USA,Albany,NY,Light,Riding my bike at 11:11pm near my motel.,42.65116740000,-73.75496790000
8/13/16 0:47,USA,Albany,OR,Rectangle,"Large reddish orange craft moving SW at fast rate of speed. Heard roaring almost like engine. Noisy neighborhood though.",44.63650710000,-123.10593230000
6/9/16 20:50,USA,Albany,NY,Triangle,((NUFORC Note: No information provided by source. PD)),42.65116740000,-73.75496790000
3/19/16 20:13,USA,Albany,OR,Triangle,Oregon UFO spotted near I-5 North towards Salem.,44.63650710000,-123.10593230000
9/11/16 23:58,USA,Albemarle,NC,Cylinder,"Seen strange light bounce in sky with different colored lights moving side to side in one spot. ((NUFORC Note: Star?? PD))",35.35014260000,-80.20005770000
3/7/16 0:08,USA,Alberton,MT,Flash,There was a bright flash of light.,47.00158700000,-114.47345490000
9/14/16 0:30,USA,Alberton,MT,Light,3 lights with aura no tail steaking torwards same location,47.00158700000,-114.47345490000
10/14/16 17:00,USA,Albion,IN,Oval,Large stationary craft Northwest of Albion,39.22351170000,-123.76862500000
9/9/16 19:30,USA,Albuquerque,NM,Cigar,"Bright pink vertical cigar-shaped object observed in evening sky of Albuquerque to the west",35.08410340000,-106.65098500000
5/25/16 21:10,USA,Albuquerque,NM,Circle,"My daughter and I were out on the balcony, facing east, watching the stars. I saw a white light moving from south to east.",35.08410340000,-106.65098500000
7/4/16 23:00,USA,Albuquerque,NM,Circle,"A circle shape craft illuminated flying from west to east (sandias) followed by black helicopter...",35.08410340000,-106.65098500000
4/13/16 19:15,USA,Albuquerque,NM,Formation,5 Interconnected objects.,35.08410340000,-106.65098500000
2/1/16 14:10,USA,Albuquerque,NM,Formation,"Multiple blue metallic lights heading east in formation witnessed in clear weather.",35.08410340000,-106.65098500000
9/17/16 19:35,USA,Albuquerque,NM,Light,Shrinkage and turning red before vanishing.,35.08410340000,-106.65098500000
12/8/16 21:00,USA,Albuquerque,NM,Light,Bright red light in the sky moving ENE disappearing in mid flight.,35.08410340000,-106.65098500000
3/20/16 1:26,USA,Albuquerque,NM,Light,"Two orange orbs heading east over Albuquerque towards the south end of Sandia Mountains.",35.08410340000,-106.65098500000
1/13/16 19:00,USA,Albuquerque,NM,Light,"2 adjacent yellow orange lights with large space between move across sky before vanishing CLEARLY VISIBLE!",35.08410340000,-106.65098500000
8/9/16 20:00,USA,Albuquerque,NM,Oval,"A large, oval bright white light in the W side of Albuquerque, NM was pretty low in the sky to be a star, possibly a planet.",35.08410340000,-106.65098500000
1/13/16 23:19,USA,Albuquerque,NM,Oval,"We watch a orange light on the E side of town move from L to R. We then saw it drop what looked like a long line.",35.08410340000,-106.65098500000
9/7/16 22:52,USA,Albuquerque,NM,Rectangle,"I observed a light mist/cloud like object move West to South covering many thousands of miles away and high in approximately 12 seconds",35.08410340000,-106.65098500000
4/13/16 19:10,USA,Albuquerque,NM,Sphere,"5 spheres flying in formation over Albuquerque, NM. ((NUFORC Note: Photo suggests to us balloons. PD))",35.08410340000,-106.65098500000
3/21/16 13:00,USA,Albuquerque,NM,Sphere,"I dont remember the exact date but there was a storm brewing over Albuquerque. The skies looked beautiful my husband and I went outside",35.08410340000,-106.65098500000
8/28/16 10:30,USA,Albuquerque,NM,Triangle,"Dark grey, nodular, triangular craft passed overhead above tree line and made absolutely no noise.",35.08410340000,-106.65098500000
3/25/16 2:00,USA,Albuquerque,NM,Triangle,"Saw three orange lights that formed a triangle, and moved across the sky super fast.",35.08410340000,-106.65098500000
6/1/16 18:00,USA,Albuquerque,NM,Triangle,"Last night after dinner me and my girlfriend went outside to smoke a cigarette. Me and my girlfriend are constantly witnessing strange",35.08410340000,-106.65098500000
5/14/16 17:50,USA,Albuquerque,NM,Unknown,"My wife and i were sitting outside enjoying the weather when i happened to look up at a commercial plane that had past observing the tr",35.08410340000,-106.65098500000
4/17/16 0:00,USA,Alden,NY,Disk,"A saucer type shape with a small dome on top was hovering in the sky that continuously cycled colors from red, yellow and green.",42.90005960000,-78.49196700000
6/26/16 16:00,USA,Aldie,VA,Cigar,"Cigar shaped metal, silently hovering craft seen for 10 seconds in the sky northeast of Aldie Virginia which rotated then vanished.",38.97580640000,-77.64284020000
11/21/16 17:00,USA,Alexandria,VA,Fireball,This was a fireball quit and quick and Big.,33.72376170000,-116.26732360000
9/2/16 22:00,USA,Alexandria,LA,Fireball,Burning ball of fire.,45.88466860000,-95.37788290000
10/11/16 13:38,USA,Alexandria,VA,Formation,"There was a group of what looked like metallic spheres appearing an vanishing over Maryland seen from across the river in Virginia.",33.72376170000,-116.26732360000
8/13/16 5:15,USA,Alexandria,MN,Light,Blinking satellite type objects.,45.88466860000,-95.37788290000
3/6/16 0:00,USA,Algonquin,IL,Light,"Moving starlike light circled around area over the course of night, dimming out at dawn",42.16558010000,-88.29424920000
9/24/16 4:00,USA,Alice,TX,Light,A bright light in the sky!,27.75224870000,-98.06972480000
10/15/16 19:30,USA,Aliquippa,PA,Light,"Sitting at a fire i looked at what seemed to be a bright star that just slowly faded and disappeared. ((NUFORC Note: Satellite?? PD))",40.61023860000,-80.26772590000
7/28/16 6:18,USA,Aliso Viejo,CA,Triangle,"Pacific Park to Aliso Creek saw three yellow, orange lights. In triangular formation the two lower lights jones the brighter,larger ape",33.57613760000,-117.72581210000
11/26/16 21:45,USA,Allen Park,MI,Light,Strange blue pulsing light.,42.25753850000,-83.21103740000
11/27/16 10:00,USA,Allentown,PA,Fireball,"((HOAX??)) Orange UFO in a swarm in Allentown, PA. ((anonymous report))",40.60220590000,-75.47127930000
1/31/16 22:00,USA,Allentown,PA,Fireball,"Yellow beam of light falling from the sky, with a burning fireball tip.",40.60220590000,-75.47127930000
2/4/16 23:00,USA,Allentown,NJ,Light,6 mysterious bright lights in the sky.,40.17788870000,-74.58348860000
8/2/16 21:00,USA,Allentown,PA,Sphere,"2 twin spheres of orange light encircle airport, state trooper helicopter take off and chase",40.60220590000,-75.47127930000
8/14/16 17:00,USA,Allyn,WA,Disk,"Observed an object in the sky that flew fast, straight then 90 deggree turn qyickly, sped off.",47.38346440000,-122.83047890000
10/20/16 19:35,USA,Alma,CO,Light,"On Highway 9, right before you get into Alma going S. Bright light, fast, greenish. Only lasted a few seconds.",39.28390360000,-106.06261730000
5/22/16 21:50,USA,Alma,AR,Light,"Bright purple objects were seen falling from the sky before a large white sphere moved across the sky towards Mountainburg.",35.47786530000,-94.22187510000
7/23/16 22:00,USA,Alma Center,WI,Light,Bright slow moving light.,44.43718390000,-90.91125790000
10/19/16 19:49,USA,Almont,CO,Light,"Star-colored object flew over lighted porch, then shot off to the east of the Milky Way.",38.66471490000,-106.84615050000
8/25/16 21:00,USA,Aloha,OR,Circle,Red round light bouncing around the sky quickly,45.49428380000,-122.86704500000
7/27/16 21:30,USA,Alpaugh,CA,Changing,"I took pics . it changed from a round shape with many points to a round gas like appearance. ((NUFORC Note: Space debris. PD))",35.88766650000,-119.48731350000
10/29/16 0:00,USA,Alpharetta,GA,Fireball,"Was driving on States Bridge road when a plane type craft caught my eye while driving. It looked like an airplane circling.",34.07095760000,-84.27473280000
2/29/16 1:46,USA,Alpharetta,GA,Light,"2 lights flying with abnormal way, similar to an insect",34.07095760000,-84.27473280000
8/26/16 21:25,USA,Altamonte Springs,FL,Disk,Hovering in sky with no sound. ((NUFORC Note: Twinkling star? PD)),28.66490550000,-81.37626851000
4/27/16 21:00,USA,Alto,NM,Triangle,"A triangle craft in the night sky being followed by a cluster of white lights.",35.97892440000,-105.30806790000
10/19/16 15:31,USA,Alvaton,KY,Teardrop,"At 15:31 while watching the stars my dog gave an awful bark, then the neighbors dogs started barking. I went to the front of the house",36.87337540000,-86.35304550000
4/11/16 19:05,USA,Alvin,TX,Circle,"Driving home from the store, I looked up at the sky I notice what seem to be five asteroids or fiery balls of fire line up. When it go",29.42384720000,-95.24410080000
10/29/16 2:21,USA,Alvin,TX,Light,"1 very bright, large flashing light colors or red, blue, green white and moving side to side and diangle.((NUFORC Note: Star? PD))",29.42384720000,-95.24410080000
10/22/16 20:00,USA,Alvord,TX,Triangle,"3 green lights triangle Alvord, Texas.",33.35394900000,-97.69372387000
8/16/16 21:30,USA,Amarillo,TX,Sphere,Thank you for reading this report and taking my claims seriously.,35.20721850000,-101.83382450000
9/27/16 15:10,USA,Amarillo,TX,Teardrop,"Round, Shiny, almost transparent, still object in the sky, facing West",35.20721850000,-101.83382450000
9/7/16 10:04,USA,Amboy,WA,Unknown,Mysterious lights and noise.,45.90322770000,-122.46567830000
1/1/16 12:10,USA,Amelia Island,FL,Circle,An Orange Circle Object Flying in the Sky at Amelia Island.,30.60773790000,-81.46009080000
11/28/16 19:00,USA,American Canyon,CA,Chevron,"This was a very large objuect in the sky and other autos stopped to check it out. I stopped in the middle of the road.",38.22345700000,-122.22704300000
11/29/16 22:27,USA,American Canyon,CA,Triangle,"I observed a large object flying in the night sky. It was loud and flying slow, but changed direction.",38.22345700000,-122.22704300000
1/16/16 22:00,USA,Amery,WI,Other,"Saw big white lights, scattered 100 miles appart, sparks off of the light, looked like it bouned on the atmosphere but under clouds.",45.30690620000,-92.36213680000
7/25/16 21:10,USA,Amesbury,MA,Sphere,8-12 steady whitish-yellow and red lights low in the sky (no osund heard).,42.85795360000,-70.93009200000
1/12/16 18:00,USA,Amherst,NY,Oval,"Odd, mostly stationary lights, in night sky, with helicopters broadly circling",42.97839240000,-78.79976150000
9/20/16 20:00,USA,Amherst,NY,Sphere,"Bright Green sphere moving slowly west Amherst (Bailey ave.), Tonawanda.",42.97839240000,-78.79976150000
6/11/16 2:30,USA,Amherst,MA,Unknown,"Two very large bursts of light, in rapid succession.",42.38036760000,-72.52314290000
3/8/16 21:00,USA,Amite,LA,Light,"I felt very nauseated and anxious after the sighting with my witness. ((anonymous report))",31.17298650000,-90.82175670000
6/22/16 8:25,USA,Amsterdam,NY,Light,"((HOAX??)) Super bright light, circular, reflective, faded out and/or moved away at very high speed. ((anonymous report))",42.94336700000,-74.18504350000
1/28/16 23:00,USA,Amsterdam,NY,Unknown,"My mother saw a weird craft flying in an abnormal pattern. She said it had suddenly stopped behind the tree.",42.94336700000,-74.18504350000
10/15/16 20:15,USA,Anacoco,LA,Fireball,Three fiery orbs observed,31.25212790000,-93.34127940000
7/17/16 22:00,USA,Anaheim,CA,Fireball,UFO on fire.,33.83475160000,-117.91173190000
8/6/16 21:10,USA,Anaheim,CA,Light,Satellite-looking object acts strange over Disneyland. (Disneyland UFO),33.83475160000,-117.91173190000
11/2/16 11:30,USA,Anaheim,CA,Other,"Two orange-ish blinking lights, 30 degrees from horizon, faded then disappeared.",33.83475160000,-117.91173190000
11/29/16 6:00,USA,Anchor Point,AK,Fireball,Glowing flashing orbs moving erratically.,59.76826000000,-151.67755190000
7/10/16 22:00,USA,Anchor Point,AK,Flash,"Unidentified flashing lights hovering 15 degrees above horizon, in west north west direction",59.76826000000,-151.67755190000
11/11/16 21:45,USA,Anchorage,AK,Cigar,"Bright orange pointed cigar 50 degrees above dithers horizon going full east to west in 5 sec. Appeared to be very low and faster than",61.21631290000,-149.89485220000
12/19/16 10:30,USA,Anchorage,AK,Circle,"4 red silent crafts flying from North to South with no flashing airplane lights. ((anonymous report))",61.21631290000,-149.89485220000
2/18/16 20:45,USA,Anchorage,AK,Circle,"Orange circular craft hovering over House in Anchorage, AK. ((NUFORC Note: Video on NUFORC homepage. PD))",61.21631290000,-149.89485220000
6/2/16 19:41,USA,Anchorage,AK,Circle,"Circular craft over flying downtown Anchorage at 5th Ave East bound. Red solid light with white light oscillating.",61.21631290000,-149.89485220000
1/1/16 0:00,USA,Anchorage,AK,Circle,New Years yellow objects.,61.21631290000,-149.89485220000
12/9/16 1:00,USA,Anchorage,AK,Disk,Disk shape object above tree line. ((anonymous report)),61.21631290000,-149.89485220000
7/12/16 23:30,USA,Anchorage,AK,Flash,Three stationary light pulses over the Chugach range.,61.21631290000,-149.89485220000
6/14/16 1:13,USA,Anchorage,AK,Flash,"Bright flash of light illuminated dark bedroom as bright as midday but with no sound-6th time it's happened in 5 years.",61.21631290000,-149.89485220000
10/9/16 21:00,USA,Anchorage,AK,Light,"Light moving in random motions at approximately 30,000' - 50,000' for more than 2 hours.",61.21631290000,-149.89485220000
5/6/16 2:12,USA,Anchorage,AK,Light,"Color changing single light speeds over Anchorage, Alaska.",61.21631290000,-149.89485220000
3/14/16 0:15,USA,Anchorage,AK,Light,They were all around in the sky!,61.21631290000,-149.89485220000
1/18/16 20:45,USA,Anchorage,AK,Light,Two separate bright lights within a few seconds of each other.,61.21631290000,-149.89485220000
5/29/16 18:08,USA,Anchorage,AK,Rectangle,"Black oblong/rectangular ufo tumbling and turning without gaining much altitude",61.21631290000,-149.89485220000
8/30/16 23:08,USA,Anchorage,AK,Sphere,Red and blue color changing orb moving in all directions.,61.21631290000,-149.89485220000
11/8/16 1:20,USA,Anchorage,AK,Triangle,"Midnight adventure car ride to the top of a mountain greeted by something beyond this earth?",61.21631290000,-149.89485220000
8/8/16 14:30,USA,Anderson,CA,Other,Bright floating tinfoil looking object.,40.44820800000,-122.29778140000
7/15/16 22:15,USA,Anderson,IN,Sphere,A very bright white dot.,40.10531960000,-85.68025400000
12/11/16 21:30,USA,Andersonville,TN,Rectangle,"Light Green rectangle appears for 4 second then flashes red lights in two spots on the front two corners twice then vanishes.",36.19868980000,-84.03713910000
4/6/16 22:05,USA,Andover,KS,Circle,"Just sitting out side; bright orange ball from the N to the S. no noise or flashing lights. right over the house.",37.71390410000,-97.13642930000
9/9/16 15:30,USA,Andrews,SC,Other,Large gray sphere sphere slowly landing,33.45127800000,-79.56089700000
3/9/16 22:28,USA,Angels Camp,CA,Unknown,Flying red flashing light with no sound heading from West to East,38.06825550000,-120.53964550000
10/8/16 21:34,USA,Angier,NC,Circle,Circular Blue object appearing in the sky,35.50710500000,-78.73918090000
2/9/16 20:35,USA,Angleton,TX,Flash,One set of white flashing aviation lights became to singulr flashing lights.,29.16941000000,-95.43188460000
1/17/16 19:30,USA,Angleton,TX,Light,"Me and my wife we're driving from lake Jackson to Angleton on 288 look up and saw a bright lite thought it was a star.",29.16941000000,-95.43188460000
7/30/16 23:45,USA,Angola,IN,Circle,It was no crafts from this world.,41.63487400000,-84.99927990000
8/22/16 22:30,USA,Ann Arbor,MI,Light,"Two red glowing lights, moving slowly southeastward, looking from central Ann Arbor.",42.26815690000,-83.73122900000
8/22/16 20:27,USA,Ann Arbor,MI,Light,Pulsing bright light near sundown. ((anonymous report)),42.26815690000,-83.73122900000
2/1/16 16:30,USA,Annapolis,MD,Disk,Bright objects witnessed in the western sky near Annapolis.,38.97864010000,-76.49278590000
11/24/16 21:45,USA,Annapolis,MD,Light,Orange lights by Severn River bridge.,38.97864010000,-76.49278590000
3/16/16 20:30,USA,Anniston,AL,Flash,3 illuminating green streaks of light in same 3/4 mile.,33.69538100000,-85.83984218000
7/17/16 21:30,USA,Ansonia,CT,Unknown,"((HOAX?? Photo looks bogus.)) Pink ufo made of 7 round pink circles or blobs. ((anonymous report))",39.09992100000,-121.09367380000
7/24/16 21:20,USA,Antelope,CA,Flash,"Moving and stationary blue white light, low in sky 9:20 pm.",38.70823570000,-121.32995120000
7/2/16 19:40,USA,Antelope,CA,Triangle,"Lights suspended in arid in triangle pattern with additional single light at short distance",38.70823570000,-121.32995120000
1/29/16 20:00,USA,Antioch,TN,Circle,"Formation of lights slowly moving over head, all pretty close to each other, never seen anything like this. Thought maybe drones? Whate",35.14785900000,-87.32140630000
7/8/16 21:20,USA,Antioch,CA,Light,"2 orange lights ascended into the sky until no longer visible. ((anonymous report))",38.00492140000,-121.80578890000
1/14/16 18:25,USA,Antioch,IL,Sphere,"Seen in the E sky heading N at least 50 or more moving not in a flight path pattern bright red sphere shapes.",42.47724180000,-88.09563950000
1/14/16 18:20,USA,Antioch,IL,Sphere,Formation of orange spheres in sky.,42.47724180000,-88.09563950000
9/26/16 12:30,USA,Antioch,CA,Teardrop,FLOATING WHITE OBJECTS ABOVE MT.DIABLO FOOTHILLS IN CA,38.00492140000,-121.80578890000
11/8/16 9:10,USA,Antioch,CA,Triangle,"Me & fiance noticed a bright light sitting for a long period of time as if it was a star. ((anonymous report. Star??))",38.00492140000,-121.80578890000
6/10/16 23:00,USA,Antlers,OK,Light,"Seemed like just another star but then looked like a spotlight rolling and was extremely Bright...then went back to a twinkle.",34.23121200000,-95.62024750000
1/22/16 12:00,USA,Antonito,CO,Cylinder,Object discovered in picture.,37.07917900000,-106.00863280000
7/27/16 21:38,USA,Anza,CA,Other,"Two fiery objects heading from west to east, with a slow descent rate, vanished behind mountains. ((NUFORC Note: Space debris. PD))",33.55594830000,-116.67457000000
10/26/16 22:15,USA,Apache Junction,AZ,Light,"I received a phone call stating that I needed to go outside and look at the lights over South Mountain.",33.40061950000,-111.53740390000
10/6/16 22:00,USA,Apex,NC,Light,Bright green light sparking in sky near Lake Jordan.,35.73253500000,-78.85055190000
11/19/16 22:00,USA,Apollo Beach,FL,Light,Reddish-orange round ball of light flying over Apollo Beach.,27.77294450000,-82.39814180000
7/14/16 2:00,USA,Apopka,FL,Light,"Red and green flashing orb above tree line followed by bizarre humming noise and overwhelming fear.",28.74141450000,-81.53442930000
5/8/16 0:00,USA,Apopka,FL,Oval,colored oval shaped light in the sky.,28.74141450000,-81.53442930000
6/5/16 1:30,USA,Apopka,FL,Oval,Glowing red oval.,28.74141450000,-81.53442930000
9/26/16 16:00,USA,Apple Valley,UT,Changing,Glowing orb hovers in southern Utah for over four hours.,37.08970570000,-113.12438750000
11/8/16 20:50,USA,Appleton,WI,Light,Bright object seen over the city of Appleton WI.,44.26113370000,-88.40676030000
1/22/16 20:00,USA,Appleton,WI,Light,Ball of light in the sky was falling to the ground.,44.26113370000,-88.40676030000
1/1/16 20:00,USA,Aptos,CA,Triangle,"Driving northbound on Highway 1 coming through aptos. Noticed three bright orange/yellow lights in the sky. They formed the shape of a",36.99356150000,-121.89199150000
4/12/16 19:10,USA,Arcade,GA,Circle,"Very strange, very bright, flashing light.",34.07788810000,-83.56155350000
10/2/16 5:20,USA,Arcata,CA,Unknown,"Downward directed cone of light emanating from small object travelling NE to SW at 5:20 AM.",40.86651700000,-124.08283990000
1/27/16 20:45,USA,Arden,NC,Triangle,"I witnessed one loud triangle shaped aircraft flying very low over my home. Less than 5 minutes later another one came through. I did",35.46618210000,-82.51642410000
6/1/16 5:50,USA,Arlington,WA,Chevron,"As a pilot I recognized these as aircraft landing lights, but they never moved.",48.18109570000,-122.13895470000
6/24/16 21:59,USA,Arlington,WA,Fireball,Slow moving fireball.,48.18109570000,-122.13895470000
10/11/16 17:45,USA,Arlington,WA,Light,"Very bright light fairly low in the sky as seen SW from Arlington. Very slowly descended then faded out and just disappeared.",48.18109570000,-122.13895470000
8/31/16 21:00,USA,Arlington,WI,Light,Fifteen minute sighting of unusual light formation north of Madison..,43.33804400000,-89.38039550000
6/28/16 22:45,USA,Arlington,WA,Light,"Slow silent orange lights over Arlington, WA.",48.18109570000,-122.13895470000
9/13/16 10:50,USA,Arlington,VA,Other,Large Bird Drone Seen Flying Over VIP Security Helicopters?,38.89039610000,-77.08415840000
10/12/16 8:40,USA,Arlington,VA,Oval,"Oval object making no noise moving N. to S. looked transparent except for the edge reflecting sunshine.",38.89039610000,-77.08415840000
3/31/16 22:02,USA,Arlington,TX,Oval,Bright object shots up and disappears into space.,32.70193900000,-97.10571484000
2/16/16 19:14,USA,Arlington,VA,Teardrop,Bright fast moving glowing green object low in horizon at early evening,38.89039610000,-77.08415840000
8/29/16 21:28,USA,Arlington,WA,Triangle,"3 or 4 lights in a perfect triangle arrangement, to the west of Arlington.",48.18109570000,-122.13895470000
1/1/16 0:00,USA,Arnold,MO,Triangle,"Triangle obj. moving W to SE from my position. Three red lights one on each corner. Half a mile in the sky. Moving steady",38.43283170000,-90.37761860000
6/17/16 21:00,CANADA,Arnprior,ON,Sphere,"A planet like object with tethered satellite that orbited in about 10 seconds and exploded into hundreds of pieces, remaining visible.",45.43508100000,-76.35738390000
8/7/16 1:00,USA,Arrow Rock,MO,Flash,White/bluish light bulb flashing strobe lights in rural sky.,39.06974660000,-92.94658070000
10/15/16 15:30,USA,Arvada,CO,Chevron,"Metallic red then silver, chevron/boomerang shaped. ((anonymous report))",39.82112250000,-105.22074290000
4/9/16 17:45,USA,Arvada,CO,Circle,5 circular/cylindrical flying objects flying higher than planes,39.82112250000,-105.22074290000
2/21/16 6:50,USA,Arvada,CO,Circle,"Small balls of light changing positions, sharp turns.",39.82112250000,-105.22074290000
7/5/16 22:40,USA,Arvada,CO,Fireball,Orange fire low in sky.,39.82112250000,-105.22074290000
9/30/16 20:30,USA,Arvada,CO,Formation,7-9 glowing white lights in arrow formation flying east to west fast and low,39.82112250000,-105.22074290000
7/10/16 21:05,USA,Arvada,CO,Other,Arrow shaped object w/dim lights. ((anonymous report)),39.82112250000,-105.22074290000
1/5/16 21:00,USA,Arvada,CO,Oval,"Zoomes left to right then still as the red flashing light just sits in mid air, then it zoomes away very quickly. ((anonymous report))",39.82112250000,-105.22074290000
1/12/16 16:30,USA,Asbury Park,NJ,Oval,Jersey shore sighting.,40.22039070000,-74.01208160000
7/18/16 19:00,USA,Ash,NC,Cigar,"Smaller aircraft which had no noise with rotating white lights, accompanied but super large area of twinkling smaller lights.",34.06683730000,-78.52639870000
7/25/16 22:30,USA,Ashburn,GA,Circle,"Looked like a star, at first. When it started to serpentine I used the stars to follow its movement to ensure it wasn't a heavenly body",31.70597510000,-83.65355900000
5/14/16 3:00,USA,Ashburn,VA,Circle,"Was getting ready for bed and then looked out to see the stars. I noticed one star was very bright and then started moving. I then noti",39.04371920000,-77.48748980000
1/11/16 20:05,USA,Ashburn,VA,Formation,"Driving home i saw a cluster of small blue orbs in a formation in the north west formation.",39.04371920000,-77.48748980000
6/9/16 15:30,USA,Asheboro,NC,Disk,"2 oblong discs flying close in proximity of each other. very bright white, fast, and soundless.",35.70791460000,-79.81364450000
8/21/16 9:00,USA,Asheboro,NC,Disk,Looked like a flying saucer.,35.70791460000,-79.81364450000
10/27/16 10:00,USA,Asheboro,NC,Egg,"Grey object, 5 miles north of Asheboro Airport, moving rapidly and changing directions at extreme angles.",35.70791460000,-79.81364450000
7/29/16 12:00,USA,Asheville,NC,Sphere,"What was thought to be glare from the Sun turns out to be Strange Orb on Indian Land.",35.60094980000,-82.55401600000
1/21/16 11:30,USA,Asheville,NC,Unknown,"At 11:30 am I witnessed a seemingly round craft flying west to east in the sky directly above me.",35.60094980000,-82.55401600000
1/21/16 11:30,USA,Asheville,NC,Unknown,UFO followed by JETS,35.60094980000,-82.55401600000
11/8/16 19:30,USA,Ashland,OH,Egg,"Storm clouds. When I looked to the south behind the storm I could see a white egg-shaped craft; reflective.",40.78873670000,-82.23603900000
11/3/16 21:40,USA,Ashland,NE,Light,"White, trailess, orb fell straight down in the north eastern sky from a vantage point between Omaha and Lincoln, Ne",41.03917110000,-96.36839160000
10/27/16 23:45,USA,Ashland,NE,Sphere,Watched a bright green glowing sphere travel across a field.,41.03917110000,-96.36839160000
10/2/16 5:00,USA,Ashland,OR,Triangle,"Bright point of light resembling satellite but followed by triangular illuminated shape.",42.19724870000,-122.71539940000
2/12/16 17:00,USA,Ashland,VA,Unknown,"Looked like a meteor or something falling at a high rate of speed on 95 south by Kings Dominion.",37.75940120000,-77.48066020000
4/22/16 23:15,CANADA,Ashmont,AB,Light,Red flashing light heads towards the ground,54.12972200000,-111.56805590000
4/21/16 22:40,USA,Ashton,IL,Oval,The object changed color. ((anonymous)),41.86614170000,-89.22120870000
